articleID,reportedValue,obtainedValue,valueType,percentageError,comparisonOutcome,eyeballCheck
3-10-2014_PS,figure,0.076,se,NA,MATCH,TRUE
3-10-2014_PS,figure,0.354,mean,NA,MATCH,TRUE
3-10-2014_PS,figure,0.076,se,NA,MATCH,TRUE
3-10-2014_PS,figure,0.416,mean,NA,MATCH,TRUE
3-10-2014_PS,figure,0.069,se,NA,MATCH,TRUE
3-10-2014_PS,figure,0.792,mean,NA,MATCH,TRUE
3-10-2014_PS,figure,0.055,se,NA,MATCH,TRUE
3-10-2014_PS,figure,0.598,mean,NA,MATCH,TRUE
3-10-2014_PS,figure,0.076,se,NA,MATCH,TRUE
3-10-2014_PS,figure,0.856,mean,NA,MATCH,TRUE
3-10-2014_PS,figure,0.025,se,NA,MATCH,TRUE
3-10-2014_PS,figure,0.948,mean,NA,MATCH,TRUE
3-10-2014_PS,figure,0.013,se,NA,MATCH,TRUE
3-10-2014_PS,6,6,df,0,MATCH,NA
3-10-2014_PS,342,342,df,0,MATCH,NA
3-10-2014_PS,3.35,3.15,F,5.97014925373135,MINOR_ERROR,NA
3-10-2014_PS,p < .01,0.0051,p,NA,MATCH,TRUE
3-10-2014_PS,0.05,0.06,pes,20,MAJOR_ERROR,NA
3-10-2014_PS,about 70,68,mean,NA,MATCH,TRUE
3-10-2014_PS,about 70,67,mean,NA,MATCH,TRUE
3-10-2014_PS,approximately 40,41,mean,NA,MATCH,TRUE
3-10-2014_PS,approximately 40,42,mean,NA,MATCH,TRUE
3-10-2014_PS,p < .01,0.00082044637259604,p,NA,MATCH,TRUE
3-10-2014_PS,p < .01,0.0145224615857963,p,NA,EYEBALL_ERROR,FALSE
3-10-2014_PS,about 70,70,mean,NA,MATCH,TRUE
3-10-2014_PS,about 70,63,mean,NA,MATCH,TRUE
3-10-2014_PS,about 70,69,mean,NA,MATCH,TRUE
3-10-2014_PS,approximately 40,42,mean,NA,MATCH,TRUE
3-10-2014_PS,p < .01,0.000456401719678645,p,NA,MATCH,TRUE
3-10-2014_PS,<.01,0.000952374734358941,p,NA,MATCH,TRUE
3-10-2014_PS,0.09,0.02,p,77.7777777777778,DECISION_ERROR,NA
3-10-2014_PS,p < .01,3.67367216094205e-05,p,NA,MATCH,TRUE
3-10-2014_PS,p > .9,4.58724072024408e-05,p,NA,EYEBALL_ERROR,FALSE
3-10-2014_PS,p > .9,0.194419221428833,p,NA,EYEBALL_ERROR,FALSE
3-4-2015_PS,figure,1.06541666666667,mean,NA,MATCH,TRUE
3-4-2015_PS,figure,1.02186668383353,ci,NA,MATCH,TRUE
3-4-2015_PS,figure,1.1089666494998,ci,NA,MATCH,TRUE
3-4-2015_PS,figure,1,mean,NA,MATCH,TRUE
3-4-2015_PS,figure,0.93125,mean,NA,MATCH,TRUE
3-4-2015_PS,figure,0.890375231232659,ci,NA,MATCH,TRUE
3-4-2015_PS,figure,0.972124768767341,ci,NA,MATCH,TRUE
3-4-2015_PS,18.9,18.9,F,0,MATCH,NA
3-4-2015_PS,2,2,df,0,MATCH,NA
3-4-2015_PS,94,94,df,0,MATCH,NA
3-4-2015_PS,<.001,1.25672053286064e-07,p,NA,MATCH,TRUE
3-4-2015_PS,0.29,0.29,pes,0,MATCH,NA
3-4-2015_PS,<.01,0.00592128593513711,p,NA,MATCH,TRUE
3-4-2015_PS,<.01,8.25882502642286e-06,p,NA,MATCH,TRUE
3-4-2015_PS,<.01,0.00014348093510367,p,NA,MATCH,TRUE
3-4-2015_PS,0.67,0.42,d,37.3134328358209,MAJOR_ERROR,NA
3-4-2015_PS,0.006,0.006,p,0,MATCH,NA
3-4-2015_PS,0.8,0.6,d,25,MAJOR_ERROR,NA
3-4-2015_PS,0.001,0,p,100,MAJOR_ERROR,NA
3-4-2015_PS,6,6,mean,0,MATCH,NA
3-4-2015_PS,2,2,ci,0,MATCH,NA
3-4-2015_PS,11,10,ci,9.09090909090909,MINOR_ERROR,NA
3-4-2015_PS,7,8,mean,14.2857142857143,MAJOR_ERROR,NA
3-4-2015_PS,3,4,ci,33.3333333333333,MAJOR_ERROR,NA
3-4-2015_PS,11,11,ci,0,MATCH,NA
3-4-2015_PS,13,13,mean,0,MATCH,NA
3-9-2014_PS,figure,2.675,mean,NA,MATCH,TRUE
3-9-2014_PS,figure,2.675,se,NA,MATCH,TRUE
3-9-2014_PS,figure,3.4925,mean,NA,MATCH,TRUE
3-9-2014_PS,figure,3.4925,se,NA,MATCH,TRUE
3-9-2014_PS,figure,3.29318181818182,mean,NA,MATCH,TRUE
3-9-2014_PS,figure,3.29318181818182,se,NA,MATCH,TRUE
3-9-2014_PS,figure,3.12,mean,NA,MATCH,TRUE
3-9-2014_PS,figure,3.12,se,NA,MATCH,TRUE
3-9-2014_PS,78,78,df,0,MATCH,NA
3-9-2014_PS,19.12,19.14,F,0.104602510460249,MINOR_ERROR,NA
3-9-2014_PS,0.001,0,p,100,MAJOR_ERROR,NA
3-9-2014_PS,0.2,0.2,pes,0,MATCH,NA
3-9-2014_PS,78,78,df,0,MATCH,NA
3-9-2014_PS,4.04,4,t,0.990099009900991,MINOR_ERROR,NA
3-9-2014_PS,0.001,0,p,100,MAJOR_ERROR,NA
3-9-2014_PS,78,78,df,0,MATCH,NA
3-9-2014_PS,-3.32,-3.36,t,1.20481927710843,MINOR_ERROR,NA
3-9-2014_PS,0.001,0.001,p,0,MATCH,NA
4-1-2015_PS,4.05,4.06,F,0.246913580246908,MINOR_ERROR,NA
4-1-2015_PS,10,10,df,0,MATCH,NA
4-1-2015_PS,37,37,df,0,MATCH,NA
4-1-2015_PS,<.001,<.001,p,NA,MATCH,TRUE
4-1-2015_PS,0.52,0.52,pes,0,MATCH,NA
4-1-2015_PS,5.95,5.95,F,0,MATCH,NA
4-1-2015_PS,10,10,df,0,MATCH,NA
4-1-2015_PS,37,37,df,0,MATCH,NA
4-1-2015_PS,<.001,<.001,p,NA,MATCH,TRUE
4-1-2015_PS,0.62,0.62,pes,0,MATCH,NA
4-11-2014_PS,53.3,53.4,mean,0.187617260787995,MINOR_ERROR,NA
4-11-2014_PS,50.2,49.9,ci,0.597609561752997,MINOR_ERROR,NA
4-11-2014_PS,56.4,56.9,ci,0.886524822695036,MINOR_ERROR,NA
4-11-2014_PS,16,16,df,0,MATCH,NA
4-11-2014_PS,2.06,2.03,t,1.45631067961166,MINOR_ERROR,NA
4-11-2014_PS,0.06,0.06,p,0,MATCH,NA
4-11-2014_PS,92.3,92.5,mean,0.21668472372698,MINOR_ERROR,NA
4-11-2014_PS,89.8,90,ci,0.222717149220493,MINOR_ERROR,NA
4-11-2014_PS,94.8,95.1,ci,0.316455696202529,MINOR_ERROR,NA
5-4-2015_PS,8.31,8.31,mean,0,MATCH,NA
5-4-2015_PS,7.78,7.87,ci,1.15681233933162,MINOR_ERROR,NA
5-4-2015_PS,8.84,8.88,ci,0.452488687782816,MINOR_ERROR,NA
5-4-2015_PS,6.5,6.5,mean,0,MATCH,NA
5-4-2015_PS,5.42,5.5,ci,1.4760147601476,MINOR_ERROR,NA
5-4-2015_PS,7.58,7.56,ci,0.263852242744069,MINOR_ERROR,NA
5-4-2015_PS,8.33,8.33,mean,0,MATCH,NA
5-4-2015_PS,7.14,7.14,ci,0,MATCH,NA
5-4-2015_PS,9.52,9.52,ci,0,MATCH,NA
5-4-2015_PS,8.83,8.83,mean,0,MATCH,NA
5-4-2015_PS,7.97,8,ci,0.376411543287331,MINOR_ERROR,NA
5-4-2015_PS,9.69,9.67,ci,0.206398348813205,MINOR_ERROR,NA
5-4-2015_PS,69,69,df,0,MATCH,NA
5-4-2015_PS,5.16,5.16,F,0,MATCH,NA
5-4-2015_PS,0.07,0.07,pes,0,MATCH,NA
5-4-2015_PS,<.05,0.01902,p,NA,MATCH,TRUE
6-1-2015_PS,1,1,df,0,MATCH,NA
6-1-2015_PS,9,9,df,0,MATCH,NA
6-1-2015_PS,6.818,6.818,F,0,MATCH,NA
6-1-2015_PS,0.028,0.028,p,0,MATCH,NA
6-1-2015_PS,9,9,df,0,MATCH,NA
6-1-2015_PS,7.23,7.23,t,0,MATCH,NA
6-1-2015_PS,9,9,df,0,MATCH,NA
6-1-2015_PS,9.19,9.2,t,0.108813928182805,MINOR_ERROR,NA
6-1-2015_PS,9,9,df,0,MATCH,NA
6-1-2015_PS,4.29,4.3,t,0.233100233100228,MINOR_ERROR,NA
6-1-2015_PS,0.002,0.002,p,0,MATCH,NA
6-1-2015_PS,9,9,df,0,MATCH,NA
6-1-2015_PS,4.79,4.8,t,0.208768267223378,MINOR_ERROR,NA
6-1-2015_PS,0.001,0.001,p,0,MATCH,NA
6-1-2015_PS,9,9,df,0,MATCH,NA
6-1-2015_PS,1.02,1.02,t,0,MATCH,NA
6-1-2015_PS,0.334,0.334,p,0,MATCH,NA
6-1-2015_PS,9,9,df,0,MATCH,NA
6-1-2015_PS,1.78,1.78,t,0,MATCH,NA
6-1-2015_PS,0.108,0.108,p,0,MATCH,NA
6-1-2015_PS,9,9,df,0,MATCH,NA
6-1-2015_PS,4.21,4.22,t,0.237529691211396,MINOR_ERROR,NA
6-1-2015_PS,0.002,0.002,p,0,MATCH,NA
6-1-2015_PS,9,9,df,0,MATCH,NA
6-1-2015_PS,3.392,3.392,t,0,MATCH,NA
6-1-2015_PS,0.008,0.008,p,0,MATCH,NA
6-7-2014_PS,figure,2.6,mean,NA,MATCH,TRUE
6-7-2014_PS,figure,3.5,mean,NA,MATCH,TRUE
6-7-2014_PS,figure,1.8,mean,NA,MATCH,TRUE
6-7-2014_PS,figure,2.9,mean,NA,MATCH,TRUE
6-7-2014_PS,figure,2,mean,NA,MATCH,TRUE
6-7-2014_PS,figure,1.7,mean,NA,MATCH,TRUE
6-7-2014_PS,figure,4,mean,NA,MATCH,TRUE
6-7-2014_PS,figure,2.5,mean,NA,MATCH,TRUE
6-7-2014_PS,<1,0.664403698240795,F,NA,MATCH,TRUE
6-7-2014_PS,24.1,23.35,F,3.11203319502075,MINOR_ERROR,NA
6-7-2014_PS,16.28,16.28,F,0,MATCH,NA
6-7-2014_PS,0.27,0.27,other,0,MATCH,NA
6-7-2014_PS,0.2,0.2,other,0,MATCH,NA
6-7-2014_PS,<0.001,7.22864951634855e-05,p,NA,MATCH,TRUE
6-7-2014_PS,0.28,0.28,other,0,MATCH,NA
6-7-2014_PS,0.001,0.001,p,0,MATCH,NA
6-7-2014_PS,0.2,0.2,other,0,MATCH,NA
6-7-2014_PS,0.053,0.053,p,0,MATCH,NA
6-7-2014_PS,0.08,0.08,other,0,MATCH,NA
6-7-2014_PS,<0.001,0.000305211602881963,p,NA,MATCH,TRUE
6-7-2014_PS,0.24,0.24,other,0,MATCH,NA
7-3-2015_PS,836,813,median,2.7511961722488,MINOR_ERROR,NA
7-3-2015_PS,689,665,median,3.4833091436865,MINOR_ERROR,NA
7-3-2015_PS,0.79,0.79,mean,0,MATCH,NA
7-3-2015_PS,0.92,0.91,mean,1.08695652173913,MINOR_ERROR,NA
7-3-2015_PS,871,908,mean,4.24799081515499,MINOR_ERROR,NA
7-3-2015_PS,819,883,mean,7.81440781440781,MINOR_ERROR,NA
7-3-2015_PS,0.789,0.799,mean,1.26742712294043,MINOR_ERROR,NA
7-3-2015_PS,0.788,0.78,mean,1.01522842639594,MINOR_ERROR,NA
7-3-2015_PS,<.01,0.384679080802361,p,NA,EYEBALL_ERROR,FALSE
7-3-2015_PS,19.5,-32.8,ci,268.205128205128,MAJOR_ERROR,NA
7-3-2015_PS,84.4,81.5,ci,3.43601895734598,MINOR_ERROR,NA
7-3-2015_PS,20,20,df,0,MATCH,NA
7-3-2015_PS,3.34,0.89,t,73.3532934131736,MAJOR_ERROR,NA
7-3-2015_PS,0.8,0.3,p,62.5,MAJOR_ERROR,NA
8-12-2014_PS,4.65,4.64,t,0.215053763440875,MINOR_ERROR,NA
8-12-2014_PS,0.001,6.94936024910145e-06,p,NA,MATCH,TRUE
8-12-2014_PS,164,164,df,0,MATCH,NA
8-12-2014_PS,0.36,0.36,d,0,MATCH,NA
8-12-2014_PS,2.3,2.3,t,0,MATCH,NA
8-12-2014_PS,0.028,0.028,p,0,MATCH,NA
8-12-2014_PS,32,32,df,0,MATCH,NA
8-12-2014_PS,0.4,0.4,d,0,MATCH,NA
8-12-2014_PS,0.17,0.12,t,29.4117647058824,MAJOR_ERROR,NA
8-12-2014_PS,0.868,0.908,p,4.60829493087558,MINOR_ERROR,NA
8-12-2014_PS,196,196,df,0,MATCH,NA
8-12-2014_PS,0.03,0.02,d,33.3333333333333,MAJOR_ERROR,NA
8-5-2015_PS,13,13,n,0,MATCH,NA
8-5-2015_PS,5,5,n,0,MATCH,NA
8-5-2015_PS,11,11,n,0,MATCH,NA
8-5-2015_PS,11,11,n,0,MATCH,NA
8-5-2015_PS,5,5,n,0,MATCH,NA
8-5-2015_PS,68.75,62.5,ci,9.09090909090909,MINOR_ERROR,NA
8-5-2015_PS,100,100,ci,0,MATCH,NA
8-5-2015_PS,6.25,6.25,ci,0,MATCH,NA
8-5-2015_PS,50,50,ci,0,MATCH,NA
8-5-2015_PS,21.05,21.43,ci,1.80522565320665,MINOR_ERROR,NA
8-5-2015_PS,81.67,81.25,ci,0.514264723888823,MINOR_ERROR,NA
8-5-2015_PS,p < .05,0.0113422066555856,p,NA,MATCH,TRUE
8-5-2015_PS,6.17,6.17,ci,0,MATCH,NA
8-5-2015_PS,71,71,ci,0,MATCH,NA
8-5-2015_PS,0.075,0.076,p,1.33333333333333,MINOR_ERROR,NA
8-7-2014_PS,0.22,0.23,mean,4.54545454545455,MINOR_ERROR,NA
8-7-2014_PS,0.55,0.55,mean,0,MATCH,NA
8-7-2014_PS,0.23,0.23,mean,0,MATCH,NA
8-7-2014_PS,0.42,0.42,mean,0,MATCH,NA
8-7-2014_PS,0.33,0.33,mean,0,MATCH,NA
8-7-2014_PS,0.22,0.22,sd,0,MATCH,NA
8-7-2014_PS,0.18,0.19,mean,5.55555555555556,MINOR_ERROR,NA
8-7-2014_PS,0.19,0.19,sd,0,MATCH,NA
8-7-2014_PS,<1,0.102782521143131,t,NA,MATCH,TRUE
8-7-2014_PS,22,22,df,0,MATCH,NA
8-7-2014_PS,22,22,df,0,MATCH,NA
8-7-2014_PS,<1.3,-1.25985422098825,t,NA,MATCH,TRUE
8-7-2014_PS,> .21,0.220923313363988,p,NA,MATCH,TRUE
8-7-2014_PS,22,22,df,0,MATCH,NA
8-7-2014_PS,<1.3,-0.731035536390394,t,NA,MATCH,TRUE
8-7-2014_PS,> .21,0.472472266285318,p,NA,MATCH,TRUE
8-7-2014_PS,22,22,df,0,MATCH,NA
8-7-2014_PS,> 4.72,7.41613732858138,t,NA,MATCH,TRUE
8-7-2014_PS,≤ .0001,2.02855191330476e-07,p,NA,MATCH,TRUE
8-7-2014_PS,22,22,df,0,MATCH,NA
8-7-2014_PS,> 4.72,4.69565746106166,t,NA,MATCH,TRUE
8-7-2014_PS,≤ .0001,0.000110358830577956,p,NA,MATCH,TRUE
8-7-2014_PS,22,22,df,0,MATCH,NA
8-7-2014_PS,2.95,2.95,t,0,MATCH,NA
8-7-2014_PS,0.007,0.007,p,0,MATCH,NA
8-7-2014_PS,0.65,0.63,d,3.07692307692308,MINOR_ERROR,NA
8-7-2014_PS,22,22,df,0,MATCH,NA
8-7-2014_PS,3.49,3.49,t,0,MATCH,NA
8-7-2014_PS,0.002,0.002,p,0,MATCH,NA
8-7-2014_PS,0.73,0.73,d,0,MATCH,NA
8-8-2014_PS,120,120,n,0,MATCH,NA
8-8-2014_PS,80,80,n,0,MATCH,NA
8-8-2014_PS,0.35,0.35,mean,NA,MATCH,TRUE
8-8-2014_PS,0.15,0.15,mean,NA,MATCH,TRUE
8-8-2014_PS,0.2,0.2,mean,NA,MATCH,TRUE
8-8-2014_PS,-0.58,-0.58,mean,NA,MATCH,TRUE
8-8-2014_PS,113,113,df,0,MATCH,NA
8-8-2014_PS,< .001,0.000146545978126701,p,NA,MATCH,TRUE
8-8-2014_PS,3.93,3.93,t,0,MATCH,NA
8-8-2014_PS,0.12,0.12,pes,0,MATCH,NA
8-8-2014_PS,113,113,df,0,MATCH,NA
8-8-2014_PS,.007,0.00545110488920191,p,NA,MATCH,TRUE
8-8-2014_PS,2.73,2.83370363496852,t,NA,MATCH,TRUE
8-8-2014_PS,.06,0.0663462323264554,pes,NA,MATCH,TRUE
8-8-2014_PS,113,113,df,0,MATCH,NA
8-8-2014_PS,ns,0.793814917097696,p,NA,MATCH,TRUE
8-8-2014_PS,.56,0.261978578128001,t,NA,MATCH,TRUE
8-8-2014_PS,.003,0.000607001019763834,pes,NA,MATCH,TRUE
9-2-2015_PS,0.7,0.7,mean,0,MATCH,NA
9-2-2015_PS,0.75,0.75,mean,0,MATCH,NA
9-2-2015_PS,0.8,0.8,mean,0,MATCH,NA
9-2-2015_PS,0.8,0.8,mean,0,MATCH,NA
9-2-2015_PS,0.75,0.75,mean,0,MATCH,NA
9-2-2015_PS,0.7,0.7,mean,0,MATCH,NA
9-2-2015_PS,0.89,0.89,mean,0,MATCH,NA
9-2-2015_PS,0.75,0.75,mean,0,MATCH,NA
9-2-2015_PS,0.75,0.75,mean,0,MATCH,NA
9-2-2015_PS,0.85,0.85,mean,0,MATCH,NA
9-2-2015_PS,0.3,0.3,mean,0,MATCH,NA
9-2-2015_PS,0.25,0.25,mean,0,MATCH,NA
9-2-2015_PS,0.8,0.8,mean,0,MATCH,NA
9-2-2015_PS,0.7,0.7,mean,0,MATCH,NA
9-2-2015_PS,0.8,0.8,mean,0,MATCH,NA
9-2-2015_PS,0.8,0.8,mean,0,MATCH,NA
9-2-2015_PS,1,1,df,0,MATCH,NA
9-2-2015_PS,40,40,n,0,MATCH,NA
9-2-2015_PS,6.4,6.4,x2,0,MATCH,NA
9-2-2015_PS,0.011,0.011,p,0,MATCH,NA
9-2-2015_PS,0.4,0.4,phi,0,MATCH,NA
9-2-2015_PS,1,1,df,0,MATCH,NA
9-2-2015_PS,40,40,n,0,MATCH,NA
9-2-2015_PS,10,10,x2,0,MATCH,NA
9-2-2015_PS,<.005,0.00156540225800255,p,NA,MATCH,TRUE
9-2-2015_PS,0.5,0.5,phi,0,MATCH,NA
9-5-2014_PS,fig,0.82207206006006,mean,NA,MATCH,TRUE
9-5-2014_PS,fig,0.0379250964278977,se,NA,MATCH,TRUE
9-5-2014_PS,fig,0.928888888888889,mean,NA,MATCH,TRUE
9-5-2014_PS,fig,0.0176068884112534,se,NA,MATCH,TRUE
9-5-2014_PS,fig,0.965020576131687,mean,NA,MATCH,TRUE
9-5-2014_PS,fig,0.0157694067839939,se,NA,MATCH,TRUE
9-5-2014_PS,fig,0.94959595959596,mean,NA,MATCH,TRUE
9-5-2014_PS,fig,0.0136056901709625,se,NA,MATCH,TRUE
9-5-2014_PS,0.93,0.93,mean,0,MATCH,NA
9-5-2014_PS,fig,0.648646855855856,mean,NA,MATCH,TRUE
9-5-2014_PS,fig,0.0458716098607711,se,NA,MATCH,TRUE
9-5-2014_PS,fig,0.848888913333333,mean,NA,MATCH,TRUE
9-5-2014_PS,fig,0.0270791983396212,se,NA,MATCH,TRUE
9-5-2014_PS,fig,0.843621318930041,mean,NA,MATCH,TRUE
9-5-2014_PS,fig,0.0298845692243265,se,NA,MATCH,TRUE
9-5-2014_PS,fig,0.92010101010101,mean,NA,MATCH,TRUE
9-5-2014_PS,fig,0.0157735305534393,se,NA,MATCH,TRUE
9-5-2014_PS,0.85,0.85,mean,0,MATCH,NA
9-5-2014_PS,fig,0.675675651651652,mean,NA,MATCH,TRUE
9-5-2014_PS,fig,0.0456417052524593,se,NA,MATCH,TRUE
9-5-2014_PS,fig,0.664444355555556,mean,NA,MATCH,TRUE
9-5-2014_PS,fig,0.0435846632342672,se,NA,MATCH,TRUE
9-5-2014_PS,fig,0.837962962962963,mean,NA,MATCH,TRUE
9-5-2014_PS,fig,0.0301490940477773,se,NA,MATCH,TRUE
9-5-2014_PS,fig,0.796767676767677,mean,NA,MATCH,TRUE
9-5-2014_PS,fig,0.0226809716414362,se,NA,MATCH,TRUE
9-5-2014_PS,0.76,0.76,mean,0,MATCH,NA
9-5-2014_PS,0.72,0.72,mean,0,MATCH,NA
9-5-2014_PS,0.81,0.81,mean,0,MATCH,NA
9-5-2014_PS,0.88,0.88,mean,0,MATCH,NA
9-5-2014_PS,0.89,0.89,mean,0,MATCH,NA
9-5-2014_PS,significant,8.38124957044301e-67,p,NA,MATCH,TRUE
9-5-2014_PS,significant,7.8352909104267e-38,p,NA,MATCH,TRUE
9-5-2014_PS,significant,1.99521264724246e-114,p,NA,MATCH,TRUE
9-5-2014_PS,ps < .001,4.90059318631304e-29,p,NA,MATCH,TRUE
9-5-2014_PS,ps < .001,1.48157077145563e-34,p,NA,MATCH,TRUE
9-5-2014_PS,ps < .001,4.03955049220524e-10,p,NA,MATCH,TRUE
9-5-2014_PS,ps < .001,6.20331429746897e-55,p,NA,MATCH,TRUE
9-5-2014_PS,ps < .001,2.36306342486767e-17,p,NA,MATCH,TRUE
9-5-2014_PS,ps < .001,5.10515342680644e-16,p,NA,MATCH,TRUE
9-5-2014_PS,ps < .001,0.00257025937525092,p,NA,MATCH,TRUE
9-5-2014_PS,ps < .001,1.14088192385249e-46,p,NA,MATCH,TRUE
9-5-2014_PS,ps < .001,0.000435582608473251,p,NA,MATCH,TRUE
9-5-2014_PS,ps < .001,1.33543341300211e-15,p,NA,MATCH,TRUE
9-5-2014_PS,ps < .001,0.000467262339154026,p,NA,MATCH,TRUE
9-5-2014_PS,ps < .001,3.14239464209952e-23,p,NA,MATCH,TRUE
9-5-2014_PS,ds > 1.08,6.95975800365507,d,NA,MATCH,TRUE
9-5-2014_PS,ds > 1.08,8.10119105431753,d,NA,MATCH,TRUE
9-5-2014_PS,ds > 1.08,2.83077337871662,d,NA,MATCH,TRUE
9-5-2014_PS,ds > 1.08,6.67603770039582,d,NA,MATCH,TRUE
9-5-2014_PS,ds > 1.08,3.6811483640125,d,NA,MATCH,TRUE
9-5-2014_PS,ds > 1.08,3.15882205286072,d,NA,MATCH,TRUE
9-5-2014_PS,ds > 1.08,1.08016596980883,d,NA,MATCH,TRUE
9-5-2014_PS,ds > 1.08,5.38073708843781,d,NA,MATCH,TRUE
9-5-2014_PS,ds > 1.08,1.07799620556347,d,NA,MATCH,TRUE
9-5-2014_PS,ds > 1.08,3.07954747249097,d,NA,MATCH,TRUE
9-5-2014_PS,ds > 1.08,1.28300531776023,d,NA,MATCH,TRUE
9-5-2014_PS,ds > 1.08,2.64345486222506,d,NA,MATCH,TRUE
9-5-2014_PS,3,4,df,33.3333333333333,MAJOR_ERROR,NA
9-5-2014_PS,236,236,df,0,MATCH,NA
9-5-2014_PS,17.91,17.95,F,0.223338916806249,MINOR_ERROR,NA
9-5-2014_PS,p < .001,1.59084366411545e-10,p,NA,MATCH,TRUE
9-5-2014_PS,ps < .01,0.00675935268682054,p,NA,MATCH,TRUE
9-5-2014_PS,ds > 0.59,0.602087668583352,d,NA,MATCH,TRUE
9-5-2014_PS,ps < .01,0.000187447311452258,p,NA,MATCH,TRUE
9-5-2014_PS,ds > 0.59,0.83195554662045,d,NA,MATCH,TRUE
9-5-2014_PS,ps < .01,0.000113856413543671,p,NA,MATCH,TRUE
9-5-2014_PS,ds > 0.59,0.766215131856882,d,NA,MATCH,TRUE
9-5-2014_PS,ps > .23,0.128394530635615,p,NA,EYEBALL_ERROR,FALSE
9-5-2014_PS,ds < 0.40,0.300850503292402,d,NA,MATCH,TRUE
9-5-2014_PS,ps > .23,0.366834973860286,p,NA,MATCH,TRUE
9-5-2014_PS,ds < 0.40,0.157050831450288,d,NA,MATCH,TRUE
9-5-2014_PS,ps > .23,0.480337964873483,p,NA,MATCH,TRUE
9-5-2014_PS,ds < 0.40,0.119692235967782,d,NA,MATCH,TRUE
9-5-2014_PS,ps < .01,0.0001500209400607,p,NA,MATCH,TRUE
9-5-2014_PS,ds > 0.59,0.860828869887238,d,NA,MATCH,TRUE
9-5-2014_PS,ps < .01,0.00034444883161272,p,NA,MATCH,TRUE
9-5-2014_PS,ds > 0.59,0.794581186872345,d,NA,MATCH,TRUE
9-5-2014_PS,ps < .01,5.34651807663521e-11,p,NA,MATCH,TRUE
9-5-2014_PS,ds > 0.59,1.37578630176642,d,NA,MATCH,TRUE
9-5-2014_PS,ps > .23,0.896878682961843,p,NA,MATCH,TRUE
9-5-2014_PS,ds < 0.40,0.0254999921463925,d,NA,MATCH,TRUE
9-5-2014_PS,ps > .23,0.0165099514048271,p,NA,EYEBALL_ERROR,FALSE
9-5-2014_PS,ds < 0.40,0.420773694041657,d,NA,MATCH,TRUE
9-5-2014_PS,ps > .23,0.0137872155261506,p,NA,EYEBALL_ERROR,FALSE
9-5-2014_PS,ds < 0.40,0.421560686738656,d,NA,MATCH,TRUE
